Iteration	Posterior	Likelihood	Tree Prior	Pi[0]	Pi[1]	Pi[2]	Pi[3]	AC	AG	AT	CG	CT	GT
66360	-4957.622767	-4804.917787	-160.708082	0.227435	0.270033	0.354087	0.148445	0.030627	0.114645	0.534948	0.011358	0.004316	0.106006
66370	-4957.198877	-4804.760662	-160.441318	0.227435	0.270033	0.354087	0.148445	0.030627	0.114645	0.534948	0.011358	0.004316	0.106006
66380	-4949.657642	-4800.149927	-157.597735	0.207341	0.249097	0.370037	0.173525	0.044148	0.114645	0.534948	0.011358	0.003899	0.075519
66390	-4952.247707	-4803.035092	-157.190349	0.207341	0.249097	0.370037	0.173525	0.044148	0.137102	0.534948	0.011358	0.003899	0.075519
66400	-4950.190978	-4801.000576	-157.091407	0.217944	0.265496	0.354179	0.162381	0.044148	0.137102	0.534948	0.011358	0.003899	0.090864
66410	-4953.832858	-4802.907915	-158.917898	0.217944	0.265496	0.354179	0.162381	0.044148	0.110125	0.534948	0.011358	0.003899	0.099452
66420	-4959.587325	-4804.166101	-163.275849	0.198271	0.243767	0.356721	0.201241	0.044148	0.137791	0.534948	0.011358	0.003899	0.099452
66430	-4955.139567	-4797.670476	-165.350803	0.229688	0.237700	0.357960	0.174652	0.044148	0.133447	0.534948	0.012119	0.002065	0.099452
66440	-4956.914725	-4799.134875	-165.351004	0.229688	0.237700	0.357960	0.174652	0.044148	0.133447	0.597059	0.012119	0.002065	0.099452
66450	-4956.554174	-4801.179483	-163.235430	0.229688	0.237700	0.357960	0.174652	0.044148	0.133447	0.539660	0.012119	0.001547	0.099452
66460	-4957.303610	-4802.951819	-162.240409	0.219479	0.240954	0.348492	0.191076	0.044148	0.127871	0.539660	0.012119	0.001547	0.099452
66470	-4958.650286	-4804.156404	-162.248763	0.219479	0.240954	0.348492	0.191076	0.044148	0.127871	0.539660	0.012119	0.001547	0.126199
66480	-4959.865672	-4806.689076	-160.934984	0.212939	0.268058	0.334143	0.184861	0.044392	0.127871	0.539660	0.011780	0.000942	0.126199
66490	-4954.230608	-4803.564312	-158.424685	0.227836	0.248512	0.355335	0.168316	0.044392	0.127871	0.539660	0.011780	0.000942	0.126199
66500	-4954.764987	-4802.288241	-160.232979	0.227836	0.248512	0.355335	0.168316	0.044392	0.127871	0.539660	0.011780	0.001373	0.126199
66510	-4954.545988	-4801.427449	-161.017807	0.233540	0.244143	0.351568	0.170749	0.044392	0.127871	0.539660	0.017817	0.001197	0.091731
66520	-4954.351069	-4801.345910	-160.907230	0.233540	0.244143	0.351568	0.170749	0.044392	0.127871	0.539660	0.017817	0.000637	0.091731
66530	-4956.038120	-4803.164815	-160.785581	0.241086	0.224550	0.363930	0.170434	0.044392	0.126187	0.539660	0.017817	0.001810	0.090201
66540	-4950.734909	-4798.099924	-160.582923	0.221533	0.233784	0.355663	0.189021	0.044392	0.126187	0.539660	0.010684	0.001810	0.090201
66550	-4950.945928	-4798.332332	-160.561534	0.222874	0.238180	0.348960	0.189986	0.044392	0.126187	0.539660	0.010684	0.001810	0.090201
66560	-4950.397384	-4798.901454	-159.443385	0.214395	0.228551	0.368533	0.188522	0.044392	0.126187	0.539660	0.010781	0.001810	0.090201
66570	-4954.599408	-4803.114973	-159.443385	0.205851	0.234602	0.354557	0.204990	0.044392	0.126187	0.539660	0.008482	0.001810	0.090201
66580	-4952.514155	-4801.840424	-158.634990	0.205851	0.234602	0.354557	0.204990	0.044392	0.126187	0.539660	0.008482	0.001348	0.090201
66590	-4948.057603	-4799.773321	-156.243343	0.215922	0.231944	0.365386	0.186748	0.044392	0.126187	0.539660	0.008921	0.001348	0.090201
66600	-4946.244753	-4798.139853	-155.947483	0.215922	0.231944	0.365386	0.186748	0.044392	0.126187	0.539660	0.008921	0.001644	0.113200
66610	-4947.138085	-4798.541737	-156.430870	0.215922	0.231944	0.365386	0.186748	0.044392	0.126187	0.539660	0.008921	0.003257	0.113200
66620	-4953.856052	-4802.207141	-159.416244	0.206559	0.225576	0.388679	0.179186	0.058104	0.126187	0.539660	0.008921	0.002982	0.113200
66630	-4953.102521	-4800.797063	-159.940636	0.205177	0.237371	0.366332	0.191121	0.058104	0.151466	0.539660	0.011186	0.001870	0.113200
66640	-4956.507527	-4802.100418	-160.540351	0.205177	0.237371	0.366332	0.191121	0.058104	0.211685	0.779828	0.011186	0.001870	0.113200
66650	-4956.208594	-4802.760433	-159.591246	0.205177	0.237371	0.366332	0.191121	0.058104	0.211685	0.779828	0.009217	0.001870	0.113200
66660	-4954.502886	-4804.739681	-156.899222	0.205177	0.237371	0.366332	0.191121	0.058104	0.164438	0.628489	0.009217	0.001870	0.113200
66670	-4955.538011	-4805.758024	-156.899424	0.205650	0.246421	0.368222	0.179707	0.058104	0.164438	0.628489	0.012533	0.001870	0.113200
66680	-4951.150231	-4804.065070	-153.798918	0.215111	0.232776	0.370978	0.181135	0.061726	0.164438	0.702616	0.012533	0.005257	0.113200
66690	-4953.079027	-4803.804628	-155.988155	0.215111	0.232776	0.370978	0.181135	0.061726	0.164438	0.702616	0.012533	0.005257	0.113200
66700	-4958.298599	-4812.719615	-152.292740	0.212772	0.240487	0.376533	0.170208	0.061726	0.164438	0.702616	0.012533	0.005257	0.113200
66710	-4953.643016	-4807.079204	-153.277569	0.212772	0.240487	0.376533	0.170208	0.061726	0.164438	0.702616	0.012533	0.005257	0.113200
66720	-4956.038322	-4809.497938	-153.595522	0.206369	0.242867	0.385658	0.165106	0.061726	0.125311	0.672878	0.012533	0.005845	0.113200
66730	-4950.292754	-4802.024526	-155.143576	0.206369	0.242867	0.385658	0.165106	0.061726	0.161269	0.672878	0.012533	0.005845	0.113200
66740	-4950.893501	-4802.515392	-155.253457	0.206369	0.242867	0.385658	0.165106	0.061726	0.161269	0.672878	0.012533	0.005845	0.113200
66750	-4954.328511	-4804.610216	-156.593643	0.212302	0.209489	0.384704	0.193505	0.061726	0.161269	0.672878	0.012533	0.005845	0.113200
66760	-4956.072265	-4803.858309	-159.063722	0.212302	0.209489	0.384704	0.193505	0.061726	0.161269	0.672878	0.017650	0.005845	0.113200
66770	-4955.816618	-4803.602032	-159.064352	0.212740	0.218209	0.368061	0.200990	0.061726	0.161269	0.672878	0.017650	0.005845	0.113200
66780	-4957.456657	-4805.307852	-159.162153	0.212740	0.218209	0.368061	0.200990	0.061726	0.161269	0.672878	0.017650	0.005845	0.080484
66790	-4953.549009	-4801.567010	-158.834863	0.234349	0.212863	0.355638	0.197151	0.060890	0.161269	0.672878	0.017650	0.005845	0.113416
66800	-4951.387393	-4798.860534	-159.205956	0.234349	0.212863	0.355638	0.197151	0.060890	0.161269	0.672878	0.017650	0.005845	0.148170
66810	-4954.284359	-4801.158565	-159.819193	0.234349	0.212863	0.355638	0.197151	0.060890	0.161269	0.672878	0.014789	0.005845	0.148170
66820	-4953.866927	-4797.471530	-163.088797	0.239149	0.227607	0.342526	0.190717	0.060890	0.161269	0.672878	0.014789	0.005845	0.148170
66830	-4958.375344	-4802.179763	-162.888981	0.226034	0.234746	0.381610	0.157609	0.060890	0.161269	0.672878	0.014789	0.005845	0.148170
66840	-4957.672261	-4801.874630	-162.575910	0.235754	0.260106	0.331837	0.172302	0.046046	0.161269	0.672878	0.014789	0.003713	0.148170
66850	-4958.823133	-4803.698903	-161.904621	0.232277	0.229414	0.367156	0.171153	0.042292	0.161269	0.672878	0.018120	0.003713	0.148170
66860	-4965.308103	-4806.831017	-165.257477	0.232277	0.229414	0.367156	0.171153	0.042292	0.161269	0.672878	0.018120	0.003713	0.148170
66870	-4965.253666	-4804.391222	-167.642835	0.218870	0.242079	0.366192	0.172859	0.042292	0.161269	0.672878	0.018120	0.003713	0.148170
66880	-4963.145074	-4803.939631	-166.361680	0.228057	0.259994	0.344645	0.167305	0.042292	0.161269	0.672878	0.010428	0.003713	0.080693
66890	-4962.021499	-4802.410442	-166.340143	0.228057	0.259994	0.344645	0.167305	0.042292	0.161269	0.672878	0.010606	0.003457	0.166201
66900	-4958.776956	-4799.649335	-166.125022	0.228057	0.259994	0.344645	0.167305	0.048190	0.161269	0.672878	0.012841	0.003340	0.104523
66910	-4962.808161	-4802.492852	-167.264739	0.220570	0.263134	0.345011	0.171284	0.048190	0.161269	0.672878	0.022436	0.003340	0.104523
66920	-4961.433900	-4801.088223	-167.264739	0.217051	0.225379	0.385625	0.171945	0.048190	0.158723	0.672878	0.022436	0.005151	0.111332
66930	-4953.899372	-4797.296426	-163.544420	0.222035	0.214618	0.387156	0.176191	0.053353	0.158723	0.672878	0.014258	0.003683	0.111332
66940	-4952.029069	-4795.717443	-163.182607	0.222035	0.214618	0.387156	0.176191	0.065043	0.158723	0.672878	0.016667	0.003683	0.111332
66950	-4947.202421	-4792.609710	-161.463692	0.212205	0.228586	0.369323	0.189885	0.065043	0.158723	0.672878	0.016667	0.003683	0.111332
66960	-4943.759631	-4786.658549	-163.974750	0.212205	0.228586	0.369323	0.189885	0.065043	0.158723	0.672878	0.016667	0.003146	0.111332
66970	-4943.978311	-4786.896568	-163.968785	0.212205	0.228586	0.369323	0.189885	0.065043	0.158723	0.672878	0.014465	0.002673	0.111332
66980	-4944.853127	-4787.761762	-163.945837	0.212205	0.228586	0.369323	0.189885	0.072934	0.158723	0.672878	0.014465	0.001295	0.111332
66990	-4944.589480	-4787.250760	-164.194189	0.212205	0.228586	0.369323	0.189885	0.072934	0.158723	0.672878	0.013572	0.001989	0.111332
67000	-4944.683909	-4788.037548	-163.286903	0.212205	0.228586	0.369323	0.189885	0.072934	0.158723	0.672878	0.013572	0.001989	0.154317
67010	-4944.204295	-4788.470703	-162.313479	0.219232	0.224234	0.363827	0.192707	0.084539	0.158723	0.672878	0.013572	0.001989	0.154843
67020	-4944.874988	-4789.177443	-162.476589	0.212838	0.222705	0.382970	0.181487	0.084539	0.158723	0.672878	0.016614	0.001989	0.111970
67030	-4945.645891	-4790.865769	-161.224939	0.212838	0.222705	0.382970	0.181487	0.084539	0.199365	0.672878	0.016614	0.001080	0.139082
67040	-4942.912114	-4789.457523	-160.340413	0.216235	0.230547	0.377725	0.175492	0.062131	0.176087	0.672878	0.020026	0.001988	0.092247
67050	-4943.772737	-4789.729759	-160.928800	0.216235	0.230547	0.377725	0.175492	0.062131	0.176087	0.672878	0.020026	0.001988	0.092247
67060	-4941.155069	-4789.887712	-158.142469	0.212509	0.245619	0.366161	0.175710	0.062131	0.176087	0.672878	0.020026	0.004130	0.092247
67070	-4944.692050	-4792.594608	-157.698710	0.212509	0.245619	0.366161	0.175710	0.047193	0.176087	0.942586	0.020026	0.004130	0.092247
67080	-4941.666022	-4789.019727	-159.143675	0.212509	0.245619	0.366161	0.175710	0.047193	0.176087	0.772779	0.011600	0.003142	0.092247
67090	-4947.219117	-4793.613329	-160.277008	0.210799	0.246785	0.382526	0.159890	0.045884	0.142627	0.772779	0.011600	0.003142	0.092247
67100	-4947.505337	-4793.854409	-160.279711	0.210799	0.246785	0.382526	0.159890	0.056058	0.142627	0.772779	0.011600	0.001455	0.092247
67110	-4945.925689	-4793.632353	-158.922118	0.210799	0.246785	0.382526	0.159890	0.056058	0.142627	0.772779	0.011600	0.001455	0.092247
67120	-4945.174832	-4794.332447	-157.371120	0.201112	0.264990	0.373596	0.160302	0.056058	0.159813	0.772779	0.011600	0.002533	0.093993
67130	-4944.187417	-4796.170919	-154.545232	0.201112	0.264990	0.373596	0.160302	0.056058	0.159813	0.772779	0.011600	0.002533	0.093993
67140	-4946.216952	-4796.877898	-155.910059	0.229621	0.254807	0.339495	0.176077	0.047290	0.159813	0.772779	0.011600	0.002846	0.093993
67150	-4943.697468	-4796.803679	-154.613795	0.229621	0.254807	0.339495	0.176077	0.047290	0.159813	0.547578	0.007000	0.002846	0.093993
67160	-4946.056904	-4797.184178	-156.592731	0.229621	0.254807	0.339495	0.176077	0.047290	0.159813	0.547578	0.007000	0.002846	0.093993
67170	-4949.253423	-4799.149149	-157.824280	0.200178	0.268529	0.337537	0.193756	0.047290	0.159813	0.547578	0.007000	0.002846	0.093993
67180	-4949.632212	-4801.198138	-156.213039	0.230600	0.262295	0.315663	0.191441	0.036714	0.159813	0.547578	0.007000	0.001630	0.093993
67190	-4944.172957	-4795.762894	-156.155022	0.233359	0.257772	0.330063	0.178806	0.043515	0.159813	0.547578	0.007000	0.001630	0.093993
67200	-4939.826185	-4791.686272	-155.876226	0.218738	0.250768	0.365629	0.164866	0.044050	0.159813	0.547578	0.008037	0.001788	0.093993
67210	-4942.163582	-4791.666214	-158.012142	0.218738	0.250768	0.365629	0.164866	0.043496	0.159813	0.547578	0.008037	0.003650	0.136993
67220	-4941.201495	-4791.770666	-156.945603	0.218738	0.250768	0.365629	0.164866	0.043496	0.159813	0.547578	0.008037	0.003650	0.136993
67230	-4936.890039	-4787.113158	-157.252867	0.225134	0.230996	0.367198	0.176671	0.043496	0.159813	0.547578	0.018229	0.001216	0.136993
67240	-4934.278141	-4784.362708	-157.342554	0.225134	0.230996	0.367198	0.176671	0.053755	0.159813	0.547578	0.018229	0.000730	0.136993
67250	-4934.111090	-4784.245631	-157.367578	0.225134	0.230996	0.367198	0.176671	0.038999	0.159813	0.547578	0.018229	0.000486	0.136993
67260	-4936.001366	-4785.064181	-157.368979	0.225134	0.230996	0.367198	0.176671	0.087393	0.159813	0.711295	0.020079	0.000589	0.136993
67270	-4933.701591	-4785.648383	-154.704658	0.232214	0.223435	0.362781	0.181570	0.038983	0.159813	0.711295	0.024668	0.000480	0.136993
67280	-4936.219565	-4788.124724	-154.961317	0.226303	0.226182	0.357495	0.190019	0.038983	0.152663	0.711295	0.024668	0.000480	0.101138
67290	-4934.931735	-4787.256706	-154.541504	0.226303	0.226182	0.357495	0.190019	0.038983	0.152663	0.711295	0.024668	0.000480	0.101138
67300	-4933.233114	-4787.303669	-152.649205	0.226303	0.226182	0.357495	0.190019	0.038983	0.175823	0.711295	0.024668	0.000674	0.107127
67310	-4937.451782	-4789.352865	-154.818333	0.231407	0.253455	0.349436	0.165702	0.039052	0.175823	0.711295	0.024668	0.000674	0.107127
67320	-4936.979894	-4789.891565	-153.704724	0.231407	0.253455	0.349436	0.165702	0.052936	0.175823	0.719831	0.022852	0.000674	0.107127
67330	-4936.427719	-4788.169017	-154.465019	0.231407	0.253455	0.349436	0.165702	0.052936	0.175823	0.737585	0.022852	0.000724	0.171338
67340	-4938.517785	-4790.208930	-154.526062	0.231407	0.253455	0.349436	0.165702	0.054606	0.175823	0.737585	0.019004	0.000724	0.171338
67350	-4937.629838	-4790.234846	-153.608868	0.231407	0.253455	0.349436	0.165702	0.054606	0.176489	0.737585	0.019004	0.000724	0.171338
67360	-4941.836163	-4795.964467	-151.926192	0.231407	0.253455	0.349436	0.165702	0.080530	0.176489	0.737585	0.024956	0.000724	0.171338
67370	-4941.847778	-4793.120336	-154.783076	0.232350	0.247828	0.337872	0.181951	0.080530	0.176489	0.737585	0.024956	0.000496	0.171338
67380	-4947.341065	-4799.005697	-154.404793	0.253481	0.229650	0.332491	0.184377	0.080530	0.173731	0.737585	0.024956	0.000496	0.171338
67390	-4947.323640	-4798.988271	-154.404793	0.253481	0.229650	0.332491	0.184377	0.080530	0.173731	0.737585	0.024956	0.000496	0.171338
67400	-4945.501242	-4797.495549	-154.405237	0.253481	0.229650	0.332491	0.184377	0.050163	0.173731	0.737585	0.024956	0.000496	0.135681
67410	-4947.197377	-4799.385392	-154.090001	0.248509	0.253925	0.314480	0.183086	0.050163	0.173731	0.732993	0.014032	0.000445	0.175554
67420	-4947.640492	-4795.579312	-158.339196	0.239620	0.260199	0.312977	0.187204	0.050163	0.173731	0.732993	0.014032	0.000445	0.175554
67430	-4948.617586	-4795.761072	-159.139564	0.231098	0.265204	0.320188	0.183510	0.050163	0.173731	0.732993	0.012738	0.000732	0.175554
67440	-4947.296611	-4794.742259	-158.837403	0.231098	0.265204	0.320188	0.183510	0.050163	0.173731	0.732993	0.012738	0.000732	0.175554
67450	-4946.958197	-4794.575394	-158.669003	0.231098	0.265204	0.320188	0.183510	0.049533	0.173731	0.732993	0.012738	0.000732	0.175554
67460	-4951.264505	-4799.487989	-158.879080	0.231098	0.265204	0.320188	0.183510	0.049533	0.173731	0.569528	0.012738	0.000924	0.175554
67470	-4948.550593	-4794.823706	-158.879080	0.233631	0.255965	0.348119	0.162285	0.049533	0.173731	0.958944	0.013396	0.000924	0.175554
67480	-4943.977721	-4795.076542	-155.523813	0.233631	0.255965	0.348119	0.162285	0.049533	0.173731	0.692777	0.022117	0.000471	0.139365
67490	-4947.387392	-4797.109869	-156.900157	0.233631	0.255965	0.348119	0.162285	0.049533	0.173731	0.692777	0.022117	0.000471	0.139365
67500	-4946.290096	-4796.129575	-156.783155	0.240973	0.247658	0.332521	0.178848	0.049533	0.173731	0.692777	0.022117	0.000471	0.139365
67510	-4945.854716	-4791.323252	-161.154958	0.229763	0.264199	0.332982	0.173055	0.049533	0.173731	0.692777	0.022117	0.000299	0.139365
67520	-4951.049283	-4794.487783	-163.249673	0.229878	0.277566	0.331769	0.160788	0.049533	0.170842	0.692777	0.010960	0.001409	0.139365
67530	-4953.681336	-4799.535893	-160.833616	0.229878	0.277566	0.331769	0.160788	0.049533	0.170842	0.692777	0.010960	0.001409	0.139365
67540	-4952.456110	-4797.866694	-161.277590	0.229878	0.277566	0.331769	0.160788	0.049533	0.170842	0.692777	0.010960	0.001409	0.139365
67550	-4954.304343	-4798.696539	-162.300017	0.229878	0.277566	0.331769	0.160788	0.049533	0.170842	0.692777	0.010960	0.000601	0.139365
67560	-4952.483727	-4796.874155	-162.300017	0.228991	0.254442	0.351684	0.164883	0.049533	0.170842	0.692777	0.011341	0.000574	0.139365
67570	-4950.776058	-4795.195777	-162.298710	0.231324	0.247489	0.338644	0.182543	0.049533	0.170842	0.692777	0.010482	0.001117	0.134083
67580	-4949.966995	-4794.570524	-162.298710	0.215725	0.254024	0.353775	0.176476	0.049533	0.134080	0.692777	0.010482	0.001117	0.134083
67590	-4951.092723	-4794.139617	-163.999357	0.215725	0.254024	0.353775	0.176476	0.049533	0.134080	0.692777	0.015775	0.001178	0.099928
67600	-4950.344456	-4793.158921	-164.034420	0.220638	0.226394	0.382751	0.170217	0.051904	0.134080	0.692777	0.015775	0.001178	0.137030
67610	-4950.172071	-4793.736427	-163.302514	0.234764	0.220060	0.373098	0.172078	0.051904	0.134080	0.692777	0.015775	0.001178	0.133433
67620	-4947.770230	-4794.076012	-160.561087	0.234764	0.220060	0.373098	0.172078	0.051904	0.134080	0.692777	0.015775	0.001178	0.133433
67630	-4950.355400	-4795.741474	-161.480795	0.249646	0.252892	0.334133	0.163330	0.051904	0.134080	0.692777	0.015775	0.001178	0.133433
67640	-4949.958510	-4795.834111	-161.166832	0.249646	0.252892	0.334133	0.163330	0.051904	0.171139	0.622357	0.014023	0.001178	0.133433
67650	-4950.412221	-4795.954699	-161.503029	0.245318	0.248048	0.348148	0.158485	0.051904	0.171139	0.622357	0.014023	0.000563	0.133433
67660	-4950.390849	-4795.860068	-161.576288	0.220747	0.233726	0.382710	0.162817	0.051904	0.171139	0.622357	0.014023	0.000563	0.133433
67670	-4948.183700	-4792.044090	-163.186501	0.220747	0.233726	0.382710	0.162817	0.051904	0.171139	0.622357	0.014023	0.000286	0.133433
67680	-4950.453528	-4794.251262	-163.249602	0.220747	0.233726	0.382710	0.162817	0.051904	0.171139	0.622357	0.014023	0.000197	0.133433
67690	-4948.925301	-4792.912746	-163.196162	0.213306	0.237213	0.372911	0.176571	0.051904	0.143885	0.622357	0.014023	0.000197	0.133433
67700	-4946.287833	-4789.162911	-164.302516	0.223732	0.236016	0.353492	0.186760	0.051904	0.143885	0.622357	0.015226	0.000197	0.133433
67710	-4948.693945	-4792.187799	-163.688161	0.217777	0.269814	0.341936	0.170472	0.051904	0.143885	0.622357	0.014341	0.000197	0.133433
67720	-4952.529176	-4796.753189	-163.228056	0.217777	0.269814	0.341936	0.170472	0.055974	0.139310	0.563582	0.019700	0.000109	0.133433
67730	-4949.266555	-4794.432420	-162.299588	0.217777	0.269814	0.341936	0.170472	0.055974	0.139310	0.563582	0.017023	0.000109	0.133433
67740	-4948.558835	-4794.512229	-161.558736	0.217777	0.269814	0.341936	0.170472	0.055974	0.139310	0.563582	0.007746	0.000050	0.133433
67750	-4951.574859	-4796.641288	-162.673438	0.217777	0.269814	0.341936	0.170472	0.044223	0.139310	0.563582	0.007746	0.000050	0.099637
67760	-4955.753724	-4802.415478	-161.101235	0.214861	0.245672	0.382980	0.156487	0.044223	0.139310	0.563582	0.007746	0.000091	0.094972
67770	-4959.375999	-4807.296143	-159.838156	0.214861	0.245672	0.382980	0.156487	0.044223	0.139310	0.563582	0.008684	0.000091	0.094972
67780	-4962.035376	-4807.755746	-161.563927	0.214861	0.245672	0.382980	0.156487	0.044223	0.139310	0.658382	0.008684	0.000091	0.094972
67790	-4962.561710	-4807.717659	-162.128348	0.200248	0.269472	0.364819	0.165461	0.044223	0.139310	0.658382	0.008684	0.000091	0.094972
67800	-4962.706546	-4808.552250	-161.438539	0.200248	0.269472	0.364819	0.165461	0.044223	0.139310	0.658382	0.008684	0.000102	0.094972
67810	-4962.396068	-4808.254018	-161.437564	0.222398	0.260157	0.366210	0.151234	0.044223	0.134683	0.658382	0.011033	0.000126	0.094972
